Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Performance,Increment,FutureSalary,P_leave,P_stay,LikelyToStay,ExpectedLoss,LeaveRiskBin
42,0,2,1332,1,2,4,4,1,477,1,1,98,2,2,0,4,2,6781,17078,3,0,0,23,4,2,80,0,14,6,3,1,0,0,0,4,1.1,7459.1,0.0981745525832747,0.9018254474167253,True,732.2938051739044,Very Low
21,1,1,756,2,1,1,5,1,478,1,0,99,2,1,8,2,2,2174,9150,1,0,1,11,3,3,80,0,3,3,3,3,2,1,2,3,1.08,2347.92,0.9641814155575493,0.035818584442450674,False,2263.820829215881,Very High
36,0,0,845,2,1,5,3,1,479,4,0,45,3,2,7,4,2,6653,15276,4,0,0,15,3,2,80,0,7,6,3,1,0,0,0,3,1.08,7185.240000000001,0.16784012534388365,0.8321598746561163,True,1205.9715822258868,Very Low
36,0,1,541,2,3,4,3,1,481,1,1,48,2,3,7,4,1,9699,7246,4,0,0,11,3,1,80,1,16,2,3,13,9,1,12,3,1.08,10474.92,0.05441590558637624,0.9455840944136238,True,570.0022577448442,Very Low
57,0,2,593,1,1,4,3,1,482,4,1,88,3,2,0,3,1,6755,2967,2,0,0,11,3,3,80,0,15,2,3,3,2,1,2,3,1.08,7295.400000000001,0.024068278446776895,0.975931721553223,True,175.58771858061618,Very Low
40,0,2,1171,1,10,4,1,1,483,4,0,46,4,1,2,3,1,2213,22495,3,0,1,13,3,3,80,1,10,3,3,7,7,1,7,3,1.08,2390.04,0.021780684606647338,0.9782193153933527,True,52.056707437271406,Very Low
21,0,0,895,2,9,2,3,1,484,1,1,39,3,1,8,4,2,2610,2851,1,0,0,24,4,3,80,0,3,3,2,3,2,2,2,4,1.1,2871.0000000000005,0.1104489800455851,0.8895510199544149,True,317.09902171087487,Very Low
33,1,2,350,2,5,3,2,1,485,4,0,34,3,1,8,3,2,2851,9150,1,0,1,13,3,2,80,0,1,2,3,1,0,0,0,3,1.08,3079.0800000000004,0.7435780107990005,0.25642198920099946,False,2289.536181490987,High
37,0,2,921,1,10,3,3,1,486,3,0,98,3,1,2,1,1,3452,17663,6,0,0,20,4,2,80,1,17,3,3,5,4,0,3,4,1.1,3797.2000000000003,0.03195202666227138,0.9680479733377286,True,121.32823564197689,Very Low
46,0,0,1144,1,7,4,3,1,487,3,0,30,3,2,4,3,1,5258,16044,2,0,0,14,3,3,80,0,7,2,4,1,0,0,0,3,1.08,5678.64,0.038064264002621494,0.9619357359973785,True,216.15325213584654,Very Low
41,1,1,143,2,4,3,2,1,488,1,1,56,3,2,7,2,2,9355,9558,1,0,0,18,3,3,80,0,8,5,3,8,7,7,7,3,1.08,10103.400000000001,0.26556851751916377,0.7344314824808362,True,2683.14495990312,Low
50,0,2,1046,1,10,3,5,1,491,4,1,100,2,3,0,4,2,10496,2755,6,0,0,15,3,4,80,0,20,2,3,4,3,1,3,3,1.08,11335.68,0.09144793467601314,0.9085520653239869,True,1036.6245241481886,Very Low
40,1,2,575,2,22,2,2,1,492,3,1,68,2,2,7,3,1,6380,6110,2,0,1,12,3,1,80,2,8,6,3,6,4,1,0,3,1.08,6890.400000000001,0.5616367761512333,0.4383632238487667,False,3869.9020423924585,Medium
31,0,2,408,1,9,4,1,1,493,3,1,42,2,1,6,2,2,2657,7551,0,0,1,16,3,4,80,0,3,5,3,2,2,2,2,3,1.08,2869.5600000000004,0.6896172621879274,0.3103827378120726,False,1978.8981108839891,High
21,1,2,156,2,12,3,1,1,494,3,0,90,4,1,8,2,2,2716,25422,1,0,0,15,3,4,80,0,1,0,3,1,0,0,0,3,1.08,2933.28,0.6751090200864246,0.3248909799135754,False,1980.2837864391076,High
29,0,2,1283,1,23,3,1,1,495,4,1,54,3,1,6,4,2,2201,18168,9,0,0,16,3,4,80,0,6,4,3,3,2,1,2,3,1.08,2377.0800000000004,0.16075275671108868,0.8392472432889113,True,382.12216292279476,Very Low
35,0,2,755,1,9,4,1,1,496,3,1,97,2,2,0,2,2,6540,19394,9,0,0,19,3,3,80,0,10,5,3,1,1,0,0,3,1.08,7063.200000000001,0.15861505637237264,0.8413849436276274,True,1120.3298661693425,Very Low
27,0,2,1469,1,1,2,3,1,497,4,1,82,3,1,2,2,0,3816,17881,1,0,0,11,3,2,80,1,5,2,3,5,2,0,4,3,1.08,4121.280000000001,0.020088741038721707,0.9799112589612783,True,82.79132666806301,Very Low
28,0,2,304,2,9,4,1,1,498,2,1,92,3,2,7,4,2,5253,20750,1,0,0,16,3,4,80,0,7,1,3,7,5,0,7,3,1.08,5673.240000000001,0.06014029597013552,0.9398597040298645,True,341.19033270961165,Very Low
49,0,2,1261,1,7,3,4,1,499,2,1,31,2,3,0,3,2,10965,12066,8,0,0,24,4,3,80,0,26,2,3,5,2,0,0,4,1.1,12061.500000000002,0.10740478074167989,0.8925952192583201,True,1295.4627629157721,Very Low
51,0,2,1178,2,14,2,1,1,500,3,0,87,3,2,7,4,1,4936,14862,4,0,0,11,3,3,80,1,18,2,2,7,7,0,7,3,1.08,5330.88,0.024540385444132548,0.9754596145558675,True,130.8218499564173,Very Low
36,0,2,329,1,2,3,1,1,501,4,0,96,3,1,6,3,1,2543,11868,4,0,0,13,3,2,80,1,6,3,3,2,2,2,2,3,1.08,2746.44,0.009117442912594108,0.9908825570874059,True,25.040509912864962,Very Low
34,1,0,1362,2,19,3,2,1,502,1,1,67,4,2,7,4,2,5304,4652,8,0,1,13,3,2,80,0,9,3,2,5,2,0,4,3,1.08,5728.320000000001,0.8118125900805702,0.18818740991942984,False,4650.322296010332,Very High
55,0,2,1311,1,2,3,1,1,505,3,0,97,3,4,3,4,2,16659,23258,2,0,1,13,3,3,80,0,30,2,3,5,4,1,2,3,1.08,17991.72,0.04253740190004387,0.9574625980999562,True,765.3210245130573,Very Low
24,0,2,1371,2,10,4,2,1,507,4,0,77,3,2,7,3,0,4260,5915,1,0,1,12,3,4,80,1,5,2,4,5,2,0,3,3,1.08,4600.8,0.03763041933046586,0.9623695806695342,True,173.13003325560734,Very Low
30,0,2,202,2,2,1,5,1,508,3,1,72,3,1,8,2,1,2476,17434,1,0,0,18,3,1,80,1,1,3,3,1,0,0,0,3,1.08,2674.0800000000004,0.198984491663053,0.801015508336947,True,532.1004494663368,Very Low
26,1,1,575,1,3,1,5,1,510,3,1,73,3,1,6,1,2,3102,6582,0,0,0,22,4,3,80,0,7,2,3,6,4,0,4,4,1.1,3412.2000000000003,0.3081584671764407,0.6918415328235593,True,1051.498321699451,Low
22,0,2,253,1,11,3,3,1,511,1,0,43,3,1,6,2,1,2244,24440,1,0,0,13,3,4,80,1,2,1,3,2,1,1,2,3,1.08,2423.52,0.1944864414803762,0.8055135585196238,True,471.3417806565213,Very Low
36,0,2,164,2,2,2,3,1,513,2,1,61,2,3,7,3,1,7596,3809,1,0,0,13,3,2,80,2,10,2,3,10,9,9,0,3,1.08,8203.68,0.06861070097300058,0.9313892990269994,True,562.8602353581854,Very Low
30,1,1,464,1,4,3,5,1,514,3,1,40,3,1,6,4,2,2285,3427,9,0,1,23,4,3,80,0,3,4,3,1,0,0,0,4,1.1,2513.5,0.8973132079271589,0.10268679207284115,False,2255.3967481249138,Very High
37,0,2,1107,1,14,3,1,1,515,4,0,95,3,1,2,1,0,3034,26914,1,0,0,12,3,3,80,1,18,2,2,18,7,12,17,3,1.08,3276.7200000000003,0.11055634882255162,0.8894436511774484,True,362.2621993138314,Very Low
40,0,2,759,2,2,2,2,1,516,4,0,46,3,2,7,2,0,5715,22553,7,0,0,12,3,3,80,2,8,5,3,5,4,1,3,3,1.08,6172.200000000001,0.027715627852392715,0.9722843721476073,True,171.06639823053834,Very Low
42,0,2,201,1,1,4,1,1,517,2,0,95,3,1,2,1,0,2576,20490,3,0,0,16,3,2,80,1,8,5,3,5,2,1,2,3,1.08,2782.0800000000004,0.08005307417625714,0.9199469258237428,True,222.7140566042815,Very Low
37,0,2,1305,1,10,4,1,1,518,3,1,49,3,2,4,2,2,4197,21123,2,0,1,12,3,4,80,0,18,2,2,1,0,0,1,3,1.08,4532.76,0.17178119547177542,0.8282188045282246,True,778.6429315866447,Very Low
43,0,2,982,1,12,3,1,1,520,1,1,59,2,4,5,2,0,14336,4345,1,0,0,11,3,3,80,1,25,3,3,25,10,3,9,3,1.08,15482.880000000001,0.06003303129270306,0.9399669687072969,True,929.4842195411663,Very Low
40,0,2,555,1,2,3,3,1,521,2,0,78,2,2,2,3,1,3448,13436,6,0,0,22,4,2,80,1,20,3,3,1,0,0,0,4,1.1,3792.8,0.02133609785546682,0.9786639021445331,True,80.92355194621456,Very Low
54,0,2,821,1,5,2,3,1,522,1,1,86,3,5,5,1,1,19406,8509,4,0,0,11,3,3,80,1,24,4,2,4,2,1,2,3,1.08,20958.48,0.10867028544535945,0.8913297145546406,True,2277.564004100857,Very Low
34,0,0,1381,2,4,4,2,1,523,3,0,72,3,2,7,3,1,6538,12740,9,0,0,15,3,1,80,1,6,3,3,3,2,1,2,3,1.08,7061.040000000001,0.11054342881730768,0.8894565711826923,True,780.5515726161623,Very Low
31,0,2,480,1,7,2,3,1,524,2,0,31,3,2,4,1,1,4306,4156,1,0,0,12,3,2,80,1,13,5,1,13,10,3,12,3,1.08,4650.4800000000005,0.07026092400278493,0.9297390759972151,True,326.7470218564713,Very Low
43,0,1,313,1,21,3,3,1,525,4,1,61,3,1,2,4,1,2258,15238,7,0,0,20,4,1,80,1,8,1,3,3,2,1,2,4,1.1,2483.8,0.1106020466606024,0.8893979533393976,True,274.71336349560426,Very Low
43,0,2,1473,1,8,4,4,1,526,3,0,74,3,2,0,3,0,4522,2227,4,0,1,14,3,4,80,0,8,3,3,5,2,0,2,3,1.08,4883.76,0.08004168607294221,0.9199583139270577,True,390.90438477559223,Very Low
25,0,2,891,2,4,2,1,1,527,2,0,99,2,2,7,4,2,4487,12090,1,0,1,11,3,2,80,0,5,3,3,5,4,1,3,3,1.08,4845.96,0.5423537279636154,0.45764627203638464,False,2628.2244715625616,Medium
37,0,0,1063,1,25,5,3,1,529,2,0,72,3,2,6,3,1,4449,23866,3,0,1,15,3,1,80,2,15,2,3,13,11,10,7,3,1.08,4804.92,0.2126022393661219,0.7873977606338781,True,1021.5367519750665,Low
31,0,2,329,1,1,2,1,1,530,4,1,98,2,1,2,1,1,2218,16193,1,0,0,12,3,3,80,1,4,3,3,4,2,3,2,3,1.08,2395.44,0.04819604688959134,0.9518039531104087,True,115.45073856120267,Very Low
39,0,1,1218,1,1,1,1,1,531,2,1,52,3,5,3,3,0,19197,8213,1,0,1,14,3,3,80,1,21,3,3,21,8,1,6,3,1.08,20732.760000000002,0.03584886463778036,0.9641511353622196,True,743.2459068075872,Very Low
56,0,1,906,2,6,3,1,1,532,3,0,86,4,4,7,1,1,13212,18256,9,0,0,11,3,4,80,3,36,0,2,7,7,7,7,3,1.08,14268.960000000001,0.11048838577514511,0.8895116142248549,True,1576.5543570901148,Very Low
30,0,2,1082,2,12,3,5,1,533,2,0,83,3,2,7,3,2,6577,19558,0,0,0,11,3,2,80,0,6,6,3,5,4,4,4,3,1.08,7103.160000000001,0.09865055536639926,0.9013494446336008,True,700.7306788563926,Very Low
41,0,2,645,2,1,3,2,1,534,2,1,49,4,3,7,1,1,8392,19566,1,0,0,16,3,3,80,1,10,2,3,10,7,0,7,3,1.08,9063.36,0.008105157184318451,0.9918948428156815,True,73.45995741806448,Very Low
28,0,2,1300,1,17,2,3,1,536,3,1,79,3,2,2,1,0,4558,13535,1,0,0,12,3,4,80,1,10,2,3,10,0,1,8,3,1.08,4922.64,0.015472189088903677,0.9845278109110963,True,76.1640168966008,Very Low
25,1,2,688,1,3,3,3,1,538,1,1,91,3,1,2,1,1,4031,9396,5,0,0,13,3,3,80,1,6,5,3,2,2,0,2,3,1.08,4353.4800000000005,0.1993155648735221,0.8006844351264779,True,867.716325365581,Very Low
52,0,2,319,1,3,3,3,1,543,4,1,39,2,3,4,3,1,7969,19609,2,0,1,14,3,3,80,0,28,4,3,5,4,0,4,3,1.08,8606.52,0.023690839582960737,0.9763091604170393,True,203.89568468754325,Very Low
45,0,2,192,1,10,2,1,1,544,1,1,69,3,1,6,4,1,2654,9655,3,0,0,21,4,4,80,2,8,3,2,2,2,0,2,4,1.1,2919.4,0.023303304778322452,0.9766966952216776,True,68.03166796983457,Very Low
52,0,2,1490,1,4,2,1,1,546,4,0,30,3,4,3,4,1,16555,10310,2,0,0,13,3,4,80,0,31,2,1,5,2,1,4,3,1.08,17879.4,0.055716773346712066,0.9442832266532879,True,996.1824773752038,Very Low
42,0,1,532,1,29,2,1,1,547,1,0,92,3,2,6,3,0,4556,12932,2,0,0,11,3,2,80,1,19,3,3,5,4,0,2,3,1.08,4920.4800000000005,0.04676967128152549,0.9532303287184745,True,230.12923214732055,Very Low
30,0,2,317,1,2,3,1,1,548,3,0,43,1,2,4,4,2,6091,24793,2,0,0,20,4,3,80,0,11,2,3,5,4,0,2,4,1.1,6700.1,0.06004678846781886,0.9399532115321811,True,402.31948741323316,Very Low
60,0,2,422,1,7,3,1,1,549,1,0,41,3,5,3,1,1,19566,3854,5,0,0,11,3,4,80,0,33,5,1,29,8,11,10,3,1.08,21131.280000000002,0.2719511344591173,0.7280488655408828,True,5746.675568573257,Low
46,0,2,1485,1,18,3,3,1,550,3,0,87,3,2,4,3,0,4810,26314,2,0,0,14,3,3,80,1,19,5,2,10,7,0,8,3,1.08,5194.8,0.010322737458983919,0.9896772625410161,True,53.624556551929665,Very Low
42,0,1,1368,1,28,4,5,1,551,4,0,88,2,2,0,4,1,4523,4386,0,0,0,11,3,4,80,3,7,4,4,6,5,0,4,3,1.08,4884.84,0.07532971507615188,0.9246702849238482,True,367.9736053925898,Very Low
24,1,2,1448,2,1,1,5,1,554,1,0,62,3,1,8,2,2,3202,21972,1,0,1,16,3,2,80,0,6,4,3,5,3,1,4,3,1.08,3458.1600000000003,0.8774993054867852,0.12250069451321477,False,3034.5329982621815,Very High
34,1,1,296,2,6,2,2,1,555,4,0,33,1,1,8,3,0,2351,12253,0,0,0,16,3,4,80,1,3,3,2,2,2,1,0,3,1.08,2539.0800000000004,0.08844894173849481,0.9115510582615052,True,224.57893898937743,Very Low
38,0,1,1490,1,2,2,1,1,556,4,1,42,3,1,2,4,1,1702,12106,1,0,1,23,4,3,80,1,1,3,3,1,0,0,0,4,1.1,1872.2,0.19301425253240245,0.8069857474675975,True,361.3612835911639,Very Low
40,0,2,1398,2,2,4,1,1,558,3,0,79,3,5,3,3,1,18041,13022,0,0,0,14,3,4,80,0,21,2,3,20,15,1,12,3,1.08,19484.280000000002,0.0668157493100197,0.9331842506899803,True,1301.8567679662308,Very Low
26,0,2,1349,1,23,3,1,1,560,1,0,90,3,1,6,4,0,2886,3032,1,0,0,22,4,2,80,2,3,3,1,3,2,0,2,4,1.1,3174.6000000000004,0.05063400827251108,0.9493659917274889,True,160.7427226619137,Very Low
30,0,0,1400,1,3,3,1,1,562,3,1,53,3,1,2,4,1,2097,16734,4,0,0,15,3,3,80,1,9,3,1,5,3,1,4,3,1.08,2264.76,0.05295223270107219,0.9470477672989278,True,119.92409853208027,Very Low
29,0,2,986,1,3,4,3,1,564,2,1,93,2,3,5,3,1,11935,21526,1,0,0,18,3,3,80,0,10,2,3,10,2,0,7,3,1.08,12889.800000000001,0.018334986942130246,0.9816650130578698,True,236.33431468667047,Very Low
29,1,2,408,1,25,5,5,1,565,3,0,71,2,1,6,2,1,2546,18300,5,0,0,16,3,2,80,0,6,2,4,2,2,1,1,3,1.08,2749.6800000000003,0.4276691261633698,0.5723308738366302,False,1175.9532428288946,Medium
19,1,2,489,0,2,2,5,1,566,1,1,52,2,1,1,4,2,2564,18437,1,0,0,12,3,3,80,0,1,3,4,1,0,0,0,3,1.08,2769.1200000000003,0.33351065787567136,0.6664893421243286,True,923.5310329366791,Low
30,0,0,1398,2,22,4,4,1,567,3,0,69,3,3,7,1,1,8412,2890,0,0,0,11,3,3,80,0,10,3,3,9,8,7,8,3,1.08,9084.960000000001,0.09504974980670233,0.9049502501932977,True,863.5231750038985,Very Low
57,0,2,210,2,29,3,2,1,568,1,1,56,2,4,3,4,0,14118,22102,3,0,0,12,3,3,80,1,32,3,2,1,0,0,0,3,1.08,15247.44,0.11055211902488475,0.8894478809751153,True,1685.6368017047887,Very Low
50,0,2,1099,1,29,4,1,1,569,2,1,88,2,4,3,3,1,17046,9314,0,0,0,15,3,2,80,1,28,2,3,27,10,15,7,3,1.08,18409.68,0.10662568278296645,0.8933743172170335,True,1962.944699815922,Very Low
30,0,0,1116,1,2,3,3,1,571,3,0,49,3,1,2,4,2,2564,7181,0,0,0,14,3,3,80,0,12,2,2,11,7,6,7,3,1.08,2769.1200000000003,0.032631873786926086,0.9673681262130739,True,90.36157434085277,Very Low
60,0,1,1499,2,28,3,2,1,573,3,0,80,2,3,7,1,1,10266,2845,4,0,0,19,3,4,80,0,22,5,4,18,13,13,11,3,1.08,11087.28,0.21091549222937886,0.7890845077706211,True,2338.479118684948,Low
47,0,2,983,1,2,2,3,1,574,1,0,65,3,2,4,4,0,5070,7389,5,0,0,13,3,3,80,3,20,2,3,5,0,0,4,3,1.08,5475.6,0.040434087169948264,0.9595659128300518,True,221.40088770776873,Very Low
46,0,2,1009,1,2,3,1,1,575,1,1,51,3,4,5,3,1,17861,2288,6,0,0,13,3,3,80,0,26,2,1,3,2,0,1,3,1.08,19289.88,0.10264020455123381,0.8973597954487662,True,1979.917228968754,Very Low
35,0,2,144,1,22,3,1,1,577,4,1,46,1,1,2,3,2,4230,19225,0,0,0,15,3,3,80,0,6,2,3,5,4,4,3,3,1.08,4568.400000000001,0.1896210287075177,0.8103789712924823,True,866.264707547424,Very Low
54,0,2,548,1,8,4,1,1,578,3,0,42,3,2,2,3,2,3780,23428,7,0,0,11,3,3,80,0,19,3,3,1,0,0,0,3,1.08,4082.4,0.02174861531211739,0.9782513846878826,True,88.78654715018803,Very Low
34,0,2,1303,1,2,4,1,1,579,4,1,62,2,1,6,3,0,2768,8416,3,0,0,12,3,3,80,1,14,3,3,7,3,5,7,3,1.08,2989.44,0.027324965726216843,0.9726750342737831,True,81.68634554058168,Very Low
46,0,2,1125,2,10,3,2,1,580,3,0,94,2,3,7,4,1,9071,11563,2,0,1,19,3,3,80,1,15,3,3,3,2,1,2,3,1.08,9796.68,0.03093363490398661,0.9690663650960134,True,303.04692239118754,Very Low
31,0,2,1274,1,9,1,1,1,581,3,1,33,3,3,4,2,0,10648,14394,1,0,0,25,4,4,80,1,13,6,4,13,8,0,8,4,1.1,11712.800000000001,0.037666061470133,0.962333938529867,True,441.17504478737385,Very Low
33,1,2,1277,1,15,1,3,1,582,2,1,56,3,3,3,3,1,13610,24619,7,0,1,12,3,4,80,0,15,2,4,7,6,7,7,3,1.08,14698.800000000001,0.26952033557523614,0.7304796644247639,True,3961.625508553281,Low
33,1,2,587,1,10,1,3,1,584,1,1,38,1,1,2,4,0,3408,6705,7,0,0,13,3,1,80,3,8,2,3,4,3,1,3,3,1.08,3680.6400000000003,0.5127822996442707,0.4872177003557293,False,1887.3670433626887,Medium
30,0,2,413,2,7,1,2,1,585,4,1,57,3,1,8,2,2,2983,18398,0,0,0,14,3,1,80,0,4,3,3,3,2,1,2,3,1.08,3221.6400000000003,0.11063864612029399,0.889361353879706,True,356.43788788698396,Very Low
35,0,2,1276,1,16,3,1,1,586,4,1,72,3,3,0,3,1,7632,14295,4,0,1,12,3,3,80,0,10,2,3,8,7,0,0,3,1.08,8242.560000000001,0.060691730508412804,0.9393082694915872,True,500.25523021942314,Very Low
31,1,1,534,1,20,3,1,1,587,1,1,66,3,3,0,3,1,9824,22908,3,0,0,12,3,1,80,0,12,2,3,1,0,0,0,3,1.08,10609.92,0.20133359116429164,0.7986664088357084,True,2136.1332955658413,Low
34,1,1,988,0,23,3,0,1,590,2,0,43,3,3,1,1,0,9950,11533,9,0,1,15,3,3,80,3,11,2,3,3,2,0,2,3,1.08,10746.0,0.7273863986632546,0.2726136013367454,False,7816.494240035334,High
42,0,1,1474,1,5,2,4,1,591,2,1,97,3,1,2,3,1,2093,9260,4,0,0,17,3,4,80,1,8,4,3,2,2,2,0,3,1.08,2260.44,0.07407437976915782,0.9259256202308421,True,167.4406910053951,Very Low
36,0,0,635,2,10,4,3,1,592,2,1,32,3,3,7,4,2,9980,15318,1,0,0,14,3,4,80,0,10,3,2,10,3,9,7,3,1.08,10778.400000000001,0.11060481309973218,0.8893951869002679,True,1192.1429175141534,Very Low
22,1,1,1368,1,4,1,5,1,593,3,1,99,2,1,2,3,2,3894,9129,5,0,0,16,3,3,80,0,4,3,3,2,2,1,2,3,1.08,4205.52,0.5892381728741904,0.41076182712580955,False,2478.052920785866,Medium
48,0,2,163,2,2,5,2,1,595,2,0,37,3,2,7,4,1,4051,19658,2,0,0,14,3,1,80,1,14,2,3,9,7,6,7,3,1.08,4375.08,0.07426339359656177,0.9257366064034382,True,324.9082880564455,Very Low
55,0,2,1117,2,18,5,1,1,597,1,0,83,3,4,3,2,2,16835,9873,3,0,0,23,4,4,80,0,37,2,3,10,9,7,7,4,1.1,18518.5,0.11047012261784604,0.8895298773821539,True,2045.740965698582,Very Low
41,0,0,267,2,10,2,1,1,599,4,1,56,3,2,7,4,2,6230,13430,7,0,0,14,3,4,80,0,16,3,3,14,3,1,10,3,1.08,6728.400000000001,0.05955322921229312,0.9404467707877069,True,400.69794743199304,Very Low
35,0,2,619,2,1,3,2,1,600,2,1,85,3,2,7,3,1,4717,18659,9,0,0,11,3,3,80,0,15,2,3,11,9,6,9,3,1.08,5094.360000000001,0.11046398672480502,0.8895360132751949,True,562.7433154113778,Very Low
40,0,2,302,1,6,3,1,1,601,2,0,75,3,4,4,3,2,13237,20364,7,0,0,15,3,3,80,0,22,3,3,20,6,5,13,3,1.08,14295.960000000001,0.035170338481983664,0.9648296615180163,True,502.7937521248992,Very Low
39,0,1,443,1,8,1,1,1,602,3,0,48,3,1,2,3,1,3755,17872,1,0,0,11,3,1,80,1,8,3,3,8,3,0,7,3,1.08,4055.4,0.02074959904219641,0.9792504009578036,True,84.14792395572333,Very Low
31,0,2,828,2,2,1,1,1,604,2,1,77,3,2,7,4,2,6582,8346,4,0,1,13,3,3,80,0,10,2,4,6,5,0,5,3,1.08,7108.56,0.11051091069926307,0.8894890893007369,True,785.5734393603535,Very Low
42,0,2,319,1,24,3,3,1,605,4,1,56,3,3,4,1,1,7406,6950,1,0,1,21,4,4,80,1,10,5,2,10,9,5,8,4,1.1,8146.6,0.22022316279310553,0.7797768372068945,True,1794.0700180103136,Low
45,0,2,561,2,2,3,4,1,606,4,1,61,3,2,7,2,1,4805,16177,0,0,0,19,3,2,80,1,9,3,4,8,7,3,7,3,1.08,5189.400000000001,0.019065873219893743,0.9809341267801063,True,98.9404424873166,Very Low
26,1,1,426,0,17,4,1,1,608,2,0,58,3,1,1,3,0,2741,22808,0,0,1,11,3,2,80,1,8,2,2,7,7,1,0,3,1.08,2960.28,0.6508170338882797,0.3491829661117203,False,1926.6006490787968,High
29,0,2,232,1,19,3,5,1,611,4,1,34,3,2,4,4,0,4262,22645,4,0,0,12,3,2,80,2,8,2,4,3,2,1,2,3,1.08,4602.96,0.07073122535398572,0.9292687746460143,True,325.5730010553821,Very Low
33,0,2,922,1,1,5,3,1,612,1,0,95,4,4,5,3,0,16184,22578,4,0,0,19,3,3,80,1,10,2,3,6,1,0,5,3,1.08,17478.72,0.0318464902173927,0.9681535097826073,True,556.6358854925462,Very Low
31,0,2,688,2,7,3,1,1,613,3,1,44,2,3,3,4,0,11557,25291,9,0,0,21,4,3,80,1,10,3,2,5,4,0,1,4,1.1,12712.7,0.0994480381333287,0.9005519618666713,True,1264.2530743775678,Very Low
18,1,1,1306,2,5,3,2,1,614,2,1,69,3,1,8,2,2,1878,8059,1,0,1,14,3,4,80,0,0,3,3,0,0,0,0,3,1.08,2028.2400000000002,0.9439350856777946,0.056064914322205395,False,1914.5268981751303,Very High
40,0,0,1094,2,28,3,4,1,615,3,1,58,1,3,7,1,0,10932,11373,3,0,0,15,3,3,80,1,20,2,3,1,0,0,1,3,1.08,11806.560000000001,0.11051233341278432,0.8894876665872157,True,1304.7704951780431,Very Low
41,0,0,509,1,2,4,4,1,616,1,0,62,2,2,0,3,2,6811,2112,2,0,1,17,3,1,80,0,10,3,3,8,7,0,7,3,1.08,7355.88,0.11054686158125662,0.8894531384187434,True,813.1694481683339,Very Low
26,0,2,775,2,29,2,3,1,618,1,1,45,3,2,7,3,0,4306,4267,5,0,0,12,3,1,80,2,8,5,3,0,0,0,0,3,1.08,4650.4800000000005,0.11539552494233105,0.8846044750576689,True,536.6445808338117,Very Low
35,0,2,195,2,1,3,3,1,620,1,0,80,3,2,7,3,2,4859,6698,1,0,0,16,3,4,80,0,5,3,3,5,4,0,3,3,1.08,5247.72,0.07032390726711932,0.9296760927328807,True,369.0401746438074,Very Low
34,0,2,258,2,21,4,1,1,621,4,1,74,4,2,7,4,2,5337,19921,1,0,0,12,3,4,80,0,10,3,3,10,7,5,7,3,1.08,5763.96,0.09887268566560212,0.9011273143343979,True,569.898205269104,Very Low
26,1,2,471,1,24,3,5,1,622,3,1,66,1,1,2,4,2,2340,23213,1,0,1,18,3,2,80,0,1,3,1,1,0,0,0,3,1.08,2527.2000000000003,0.9641601975554267,0.0358398024445733,False,2436.625651262075,Very High
37,0,2,799,1,1,3,5,1,623,2,0,59,3,3,4,4,2,7491,23848,4,0,0,17,3,4,80,0,12,3,4,6,5,1,2,3,1.08,8090.280000000001,0.01196569368244059,0.9880343063175594,True,96.80581228517546,Very Low
46,0,1,1034,1,18,1,3,1,624,1,0,86,3,3,0,3,1,10527,8984,5,0,0,11,3,4,80,0,28,3,2,2,2,1,2,3,1.08,11369.16,0.09354424139813056,0.9064557586018694,True,1063.51944753397,Very Low
41,0,2,1276,2,2,5,1,1,625,2,0,91,3,4,3,1,1,16595,5626,7,0,0,16,3,2,80,1,22,2,3,18,16,11,8,3,1.08,17922.600000000002,0.08543161671314095,0.9145683832868591,True,1531.1566937029402,Very Low
37,0,0,142,2,9,4,3,1,626,1,1,69,3,3,7,2,0,8834,24666,1,0,0,13,3,4,80,1,9,6,3,9,5,7,7,3,1.08,9540.720000000001,0.11053425470466242,0.8894657452953376,True,1054.576374545867,Very Low
52,0,2,956,1,6,2,5,1,630,4,1,78,3,2,6,1,0,5577,22087,3,0,1,12,3,2,80,2,18,3,3,10,9,6,9,3,1.08,6023.160000000001,0.0627108259363414,0.9372891740636586,True,377.71733834673415,Very Low
32,1,0,1474,2,11,4,4,1,631,4,1,60,4,2,7,3,1,4707,23914,8,0,0,12,3,4,80,0,6,2,3,4,2,1,2,3,1.08,5083.56,0.357774440677861,0.642225559322139,True,1818.7678356523472,Low
24,0,1,535,2,24,3,3,1,632,4,1,38,3,1,8,4,1,2400,5530,0,0,0,13,3,3,80,2,3,3,3,2,2,2,1,3,1.08,2592.0,0.07454689887010668,0.9254531011298933,True,193.22556187131653,Very Low
38,0,2,1495,1,10,3,3,1,634,3,0,76,3,2,0,3,1,9824,22174,3,0,0,19,3,3,80,1,18,4,3,1,0,0,0,3,1.08,10609.92,0.005631216526008556,0.9943687834739915,True,59.746756843628695,Very Low
